company,model,Variant,price,engine,fuel,body,seats,transmission,total_details
Nissan,Terrano,XlD(O),1235700,1461,Diesel,SUV,5,Manual,NissanTerranoXlD(O)
Nissan,Terrano,SportEdition,1235700,1461,Diesel,SUV,5,Manual,NissanTerranoSportEdition
Renault,Duster,110PsRxzAmtDiesel,1249990,1461,Diesel,SUV,5,Automatic,RenaultDuster110PsRxzAmtDiesel
Renault,Duster,110PsRxsAwd(Opt)Diesel,1249990,1461,Diesel,SUV,5,Automatic,RenaultDuster110PsRxsAwd(Opt)Diesel
Nissan,Kicks,XvDiesel,1251000,1461,Diesel,SUV,5,Manual,NissanKicksXvDiesel
Renault,Captur,PlatineDieselDualTone,1299999,1461,Diesel,SUV,5,Manual,RenaultCapturPlatineDieselDualTone
Nissan,Kicks,XvPremium,1369000,1461,Diesel,SUV,5,Manual,NissanKicksXvPremium
Nissan,Terrano,XvDPremium110Ps,1419900,1461,Diesel,SUV,5,Manual,NissanTerranoXvDPremium110Ps
Nissan,Terrano,XvDPremium110PsAmt,1464900,1461,Diesel,SUV,5,Automatic,NissanTerranoXvDPremium110PsAmt
Nissan,Kicks,XvPremium(O),1465000,1461,Diesel,SUV,5,Manual,NissanKicksXvPremium(O)
Nissan,Kicks,XvPremium(O)DualTone,1465000,1461,Diesel,SUV,5,Manual,NissanKicksXvPremium(O)DualTone
MarutiSuzuki,Ertiga,Lxi,759000,1462,Petrol,MPV,7,Manual,MarutiSuzukiErtigaLxi
MarutiSuzuki,Ciaz,1.5LSigmaSmartHybrid,819689,1462,Petrol,Sedan,5,Manual,MarutiSuzukiCiaz1.5LSigmaSmartHybrid
MarutiSuzuki,Ertiga,Vxi,834000,1462,Petrol,MUV,7,Manual,MarutiSuzukiErtigaVxi
MarutiSuzuki,Ciaz,1.5LDeltaSmartHybrid,881689,1462,Petrol,Sedan,5,Manual,MarutiSuzukiCiaz1.5LDeltaSmartHybrid
MarutiSuzuki,Ertiga,VxiCng(Cng+,887689,1462,CNG+Petrol,MUV,7,Manual,MarutiSuzukiErtigaVxiCng(Cng+
MarutiSuzuki,Ertiga,Zxi,917000,1462,Petrol,MPV,7,Manual,MarutiSuzukiErtigaZxi
MarutiSuzuki,Ertiga,VxiAt,936000,1462,Petrol,MUV,7,Automatic,MarutiSuzukiErtigaVxiAt
MarutiSuzuki,Ciaz,1.5LZetaSmartHybrid,958689,1462,Petrol,Sedan,5,Manual,MarutiSuzukiCiaz1.5LZetaSmartHybrid
MarutiSuzuki,Ertiga,ZxiPlus,971000,1462,Petrol,MUV,7,Manual,MarutiSuzukiErtigaZxiPlus
MarutiSuzuki,Ciaz,1.5LDeltaAtSmartHybrid,980689,1462,Petrol,Sedan,5,Automatic,MarutiSuzukiCiaz1.5LDeltaAtSmartHybrid
MarutiSuzuki,Xl6,ZetaMt,984689,1462,Petrol,MPV,6,Manual,MarutiSuzukiXl6ZetaMt
MarutiSuzuki,Ciaz,1.5LAlphaSmartHybrid,997689,1462,Petrol,Sedan,5,Manual,MarutiSuzukiCiaz1.5LAlphaSmartHybrid
MarutiSuzuki,Ertiga,ZxiAt,1013000,1462,Petrol,MPV,7,Automatic,MarutiSuzukiErtigaZxiAt
MarutiSuzuki,Xl6,AlphaMt,1041189,1462,Petrol,MPV,6,Manual,MarutiSuzukiXl6AlphaMt
MarutiSuzuki,Ciaz,1.5LZetaAtSmartHybrid,1058688,1462,Petrol,Sedan,5,Automatic,MarutiSuzukiCiaz1.5LZetaAtSmartHybrid
MarutiSuzuki,Xl6,ZetaAt,1094689,1462,Petrol,MPV,6,Automatic,MarutiSuzukiXl6ZetaAt
MarutiSuzuki,Ciaz,1.5LAlphaAtSmartHybrid,1098689,1462,Petrol,Sedan,5,Automatic,MarutiSuzukiCiaz1.5LAlphaAtSmartHybrid
MarutiSuzuki,Xl6,AlphaAt,1151189,1462,Petrol,MPV,6,Automatic,MarutiSuzukiXl6AlphaAt
Premier,Rio,Ex,568623,1489,Diesel,SUV,5,Manual,PremierRioEx
Premier,Rio,Dx,603000,1489,Diesel,SUV,5,Manual,PremierRioDx
Premier,Rio,Lx,739000,1489,Diesel,SUV,5,Manual,PremierRioLx
Mahindra,BoleroPowerPlus,Lx,749192,1493,Diesel,SUV,7,Manual,MahindraBoleroPowerPlusLx
Mahindra,BoleroPowerPlus,Sle,785656,1493,Diesel,SUV,7,Manual,MahindraBoleroPowerPlusSle
Mahindra,Nuvosport,N4,797802,1493,Diesel,SUV,7,Manual,MahindraNuvosportN4
Mahindra,Nuvosport,N4+,832415,1493,Diesel,SUV,7,Manual,MahindraNuvosportN4+
Mahindra,BoleroPowerPlus,Slx,851302,1493,Diesel,SUV,7,Manual,MahindraBoleroPowerPlusSlx
Mahindra,Tuv300,T4Plus,854328,1493,Diesel,SUV,7,Manual,MahindraTuv300T4Plus
Mahindra,BoleroPowerPlus,Zlx,886398,1493,Diesel,SUV,7,Manual,MahindraBoleroPowerPlusZlx
Mahindra,Nuvosport,N6,905642,1493,Diesel,SUV,7,Manual,MahindraNuvosportN6
Mahindra,Tuv300,T6Plus,914328,1493,Diesel,SUV,7,Manual,MahindraTuv300T6Plus
Mahindra,Nuvosport,N6Amt,972359,1493,Diesel,SUV,7,Automatic,MahindraNuvosportN6Amt
Mahindra,Tuv300,T8,976592,1493,Diesel,SUV,7,Manual,MahindraTuv300T8
Mahindra,Nuvosport,N8,984818,1493,Diesel,SUV,7,Manual,MahindraNuvosportN8
Mahindra,Tuv300,T10,999614,1493,Diesel,SUV,7,Manual,MahindraTuv300T10
Mahindra,Tuv300,T10DualTone,1022930,1493,Diesel,SUV,7,Manual,MahindraTuv300T10DualTone
Mahindra,Tuv300,T10(O),1031943,1493,Diesel,SUV,7,Manual,MahindraTuv300T10(O)
Kia,Seltos,Hte1.5Diesel,1034000,1493,Diesel,SUV,5,Manual,KiaSeltosHte1.5Diesel
Mahindra,Nuvosport,N8Amt,1048603,1493,Diesel,SUV,7,Automatic,MahindraNuvosportN8Amt
Mahindra,Tuv300,T10(O)DualTone,1055259,1493,Diesel,SUV,7,Manual,MahindraTuv300T10(O)DualTone
Kia,Seltos,Htk1.5Diesel,1154000,1493,Diesel,SUV,5,Manual,KiaSeltosHtk1.5Diesel
Kia,Seltos,HtkPlus1.5Diesel,1254000,1493,Diesel,SUV,5,Manual,KiaSeltosHtkPlus1.5Diesel
Kia,Seltos,HtkPlusAt1.5Diesel,1354000,1493,Diesel,SUV,5,Automatic,KiaSeltosHtkPlusAt1.5Diesel
Kia,Seltos,Htx1.5Diesel,1414000,1493,Diesel,SUV,5,Manual,KiaSeltosHtx1.5Diesel
Kia,Seltos,HtxPlus1.5Diesel,1534000,1493,Diesel,SUV,5,Manual,KiaSeltosHtxPlus1.5Diesel
Kia,Seltos,HtxPlusAt1.5Diesel,1634000,1493,Diesel,SUV,5,Automatic,KiaSeltosHtxPlusAt1.5Diesel
Toyota,PlatinumEtios,G,627100,1496,Petrol,Sedan,5,Manual,ToyotaPlatinumEtiosG
Toyota,PlatinumEtios,Gx,689600,1496,Petrol,Sedan,5,Manual,ToyotaPlatinumEtiosGx
Toyota,PlatinumEtios,V,718600,1496,Petrol,Sedan,5,Manual,ToyotaPlatinumEtiosV
Toyota,PlatinumEtios,Vx,778400,1496,Petrol,Sedan,5,Manual,ToyotaPlatinumEtiosVx
Toyota,EtiosCross,V,802000,1496,Petrol,Hatchback,5,Manual,ToyotaEtiosCrossV
Toyota,PlatinumEtios,VxLimitedEdition,803400,1496,Petrol,Sedan,5,Manual,ToyotaPlatinumEtiosVxLimitedEdition
Toyota,Yaris,J(O),876000,1496,Petrol,Sedan,5,Manual,ToyotaYarisJ(O)
Toyota,Yaris,J(O)Cvt,935000,1496,Petrol,Sedan,5,Automatic,ToyotaYarisJ(O)Cvt
Toyota,Yaris,J,940000,1496,Petrol,Sedan,5,Manual,ToyotaYarisJ
Toyota,Yaris,G(O),974000,1496,Petrol,Sedan,5,Manual,ToyotaYarisG(O)
Toyota,Yaris,JCvt,1010000,1496,Petrol,Sedan,5,Automatic,ToyotaYarisJCvt
Toyota,Yaris,G,1055000,1496,Petrol,Sedan,5,Manual,ToyotaYarisG
Toyota,Yaris,G(O)Cvt,1083000,1496,Petrol,Sedan,5,Automatic,ToyotaYarisG(O)Cvt
Toyota,Yaris,GCvt,1175000,1496,Petrol,Sedan,5,Automatic,ToyotaYarisGCvt
Toyota,Yaris,VCvt,1294000,1496,Petrol,Sedan,5,Automatic,ToyotaYarisVCvt
Toyota,Yaris,Vx,1296000,1496,Petrol,Sedan,5,Manual,ToyotaYarisVx
Toyota,Yaris,VxCvt,1418000,1496,Petrol,Sedan,5,Automatic,ToyotaYarisVxCvt
Mini,Cooper3Door,CooperD,2990000,1496,Diesel,Hatchback,4,Automatic,MiniCooper3DoorCooperD
Mini,Cooper5Door,CooperD,3600000,1496,Petrol,Hatchback,5,Automatic,MiniCooper5DoorCooperD
Tata,Altroz,XeDiesel,699000,1497,Diesel,Hatchback,5,Manual,TataAltrozXeDiesel
Tata,Altroz,XmDiesel,775000,1497,Diesel,Hatchback,5,Manual,TataAltrozXmDiesel
Ford,Ecosport,1.5LTi-VctAmbiente,791000,1497,Petrol,SUV,5,Manual,FordEcosport1.5LTi-VctAmbiente
Tata,Altroz,XtDiesel,844000,1497,Diesel,Hatchback,5,Manual,TataAltrozXtDiesel
Tata,Nexon,XeDiesel,845000,1497,Diesel,SUV,5,Manual,TataNexonXeDiesel
Mahindra,Xuv300,1.5W4,869131,1497,Diesel,SUV,5,Manual,MahindraXuv3001.5W4
Ford,Ecosport,1.5LTi-VctTrend,871000,1497,Petrol,SUV,5,Manual,FordEcosport1.5LTi-VctTrend
Tata,Altroz,XzDiesel,904000,1497,Diesel,Hatchback,5,Manual,TataAltrozXzDiesel
Tata,Nexon,XmDiesel,920000,1497,Diesel,SUV,5,Manual,TataNexonXmDiesel
Tata,Altroz,Xz(O)Diesel,929000,1497,Diesel,Hatchback,5,Manual,TataAltrozXz(O)Diesel
Ford,Ecosport,1.5LTi-VctTitanium,950000,1497,Petrol,SUV,5,Manual,FordEcosport1.5LTi-VctTitanium
Mahindra,Xuv300,1.5W6,950131,1497,Diesel,SUV,5,Manual,MahindraXuv3001.5W6
Honda,Brv,EPetrol,952900,1497,Petrol,SUV,7,Manual,HondaBrvEPetrol
Tata,Nexon,XmaDiesel,980000,1497,Diesel,SUV,5,Automatic,TataNexonXmaDiesel
Kia,Seltos,Hte1.5,989000,1497,Petrol,SUV,5,Manual,KiaSeltosHte1.5
Honda,City,SvMtPetrol,991000,1497,Petrol,Sedan,5,Manual,HondaCitySvMtPetrol
Mahindra,Xuv300,1.5W6Amt,999000,1497,Diesel,SUV,5,AMT,MahindraXuv3001.5W6Amt
Ford,Ecosport,1.5LTi-VctTitaniumPlus,999900,1497,Petrol,SUV,5,Manual,FordEcosport1.5LTi-VctTitaniumPlus
Ford,Ecosport,1.5LTi-VctThunderEdition,999900,1497,Petrol,SUV,5,Manual,FordEcosport1.5LTi-VctThunderEdition
Mahindra,Marazzo,M27Str,999900,1497,Diesel,MPV,7,Manual,MahindraMarazzoM27Str
Mahindra,Marazzo,M28Str,999900,1497,Diesel,MPV,8,Manual,MahindraMarazzoM28Str
Tata,Nexon,XzDiesel,1020000,1497,Diesel,SUV,5,Manual,TataNexonXzDiesel
Kia,Seltos,Htk1.5,1029000,1497,Petrol,SUV,5,Manual,KiaSeltosHtk1.5
Honda,Brv,SPetrol,1052900,1497,Petrol,SUV,7,Manual,HondaBrvSPetrol
Honda,City,VMtPetrol,1065900,1497,Petrol,Sedan,5,Manual,HondaCityVMtPetrol
Mahindra,Xuv300,1.5W8,1095129,1497,Diesel,SUV,5,Manual,MahindraXuv3001.5W8
Tata,Nexon,XzPlusDiesel,1100000,1497,Diesel,SUV,5,Manual,TataNexonXzPlusDiesel
Tata,Nexon,XzPlusDieselDualTone,1120000,1497,Diesel,SUV,5,Manual,TataNexonXzPlusDieselDualTone
Ford,Ecosport,1.5LTi-VctTitaniumPlusAt,1130000,1497,Petrol,SUV,5,Automatic,FordEcosport1.5LTi-VctTitaniumPlusAt
Kia,Seltos,HtkPlus1.5,1149000,1497,Petrol,SUV,5,Manual,KiaSeltosHtkPlus1.5
Mahindra,Xuv300,1.5W8Amt,1149800,1497,Diesel,SUV,5,Automatic,MahindraXuv3001.5W8Amt
Mahindra,Marazzo,M47Str,1156471,1497,Diesel,MPV,7,Manual,MahindraMarazzoM47Str
Tata,Nexon,XzaPlusDiesel,1160000,1497,Diesel,SUV,5,Automatic,TataNexonXzaPlusDiesel
Mahindra,Marazzo,M48Str,1164569,1497,Diesel,MPV,8,Manual,MahindraMarazzoM48Str
Honda,Brv,VPetrol,1167900,1497,Petrol,SUV,7,Manual,HondaBrvVPetrol
Tata,Nexon,XzaPlusDieselDualTone,1180000,1497,Diesel,SUV,5,Automatic,TataNexonXzaPlusDieselDualTone
Honda,City,VxMtPetrol,1182000,1497,Petrol,Sedan,5,Manual,HondaCityVxMtPetrol
Tata,Nexon,XzPlus(O)Diesel,1190000,1497,Diesel,SUV,5,Manual,TataNexonXzPlus(O)Diesel
Honda,City,VCvtPetrol,1201000,1497,Petrol,Sedan,5,Automatic,HondaCityVCvtPetrol
Tata,Nexon,XzPlus(O)DieselDualTone,1210000,1497,Diesel,SUV,5,Manual,TataNexonXzPlus(O)DieselDualTone
Mahindra,Xuv300,1.5W8(O),1214130,1497,Diesel,SUV,5,Manual,MahindraXuv3001.5W8(O)
Tata,Nexon,XzaPlus(O)Diesel,1250000,1497,Diesel,SUV,5,Automatic,TataNexonXzaPlus(O)Diesel
Mahindra,Xuv300,1.5W8(O)Amt,1269131,1497,Diesel,SUV,5,Automatic,MahindraXuv3001.5W8(O)Amt
Tata,Nexon,XzaPlus(O)DieselDualTone,1270000,1497,Diesel,SUV,5,Automatic,TataNexonXzaPlus(O)DieselDualTone
Honda,Brv,VxPetrol,1271900,1497,Petrol,SUV,7,Manual,HondaBrvVxPetrol
Honda,Brv,VCvtPetrol,1285900,1497,Petrol,SUV,7,Automatic,HondaBrvVCvtPetrol
Mahindra,Marazzo,M67Str,1308592,1497,Diesel,MPV,7,Manual,MahindraMarazzoM67Str
Kia,Seltos,Htx1.5,1309000,1497,Petrol,SUV,5,Manual,KiaSeltosHtx1.5
Honda,City,VxCvtPetrol,1312000,1497,Petrol,Sedan,5,Automatic,HondaCityVxCvtPetrol
Mahindra,Marazzo,M68Str,1316690,1497,Diesel,MPV,8,Manual,MahindraMarazzoM68Str
Kia,Seltos,HtxCvt1.5,1409000,1497,Petrol,SUV,5,Automatic,KiaSeltosHtxCvt1.5
Honda,City,ZxCvtPetrol,1431000,1497,Petrol,Sedan,5,Automatic,HondaCityZxCvtPetrol
Mahindra,Marazzo,M87Str,1468440,1497,Diesel,MPV,7,Manual,MahindraMarazzoM87Str
Mahindra,Marazzo,M88Str,1476538,1497,Diesel,MPV,8,Manual,MahindraMarazzoM88Str
Ford,Figo,Ambiente1.5Tdci,623000,1498,Diesel,Hatchback,5,Manual,FordFigoAmbiente1.5Tdci
Ford,Freestyle,1.5LTdciAmbiente,676400,1498,Diesel,Crossover,5,Manual,FordFreestyle1.5LTdciAmbiente
Ford,Aspire,1.5TdciAmbiente,699400,1498,Diesel,Sedan,5,Manual,FordAspire1.5TdciAmbiente
Ford,Figo,Titanium1.5Tdci,699900,1498,Diesel,Hatchback,5,Manual,FordFigoTitanium1.5Tdci
Honda,Amaze,EMtDiesel,705000,1498,Diesel,Sedan,5,Manual,HondaAmazeEMtDiesel
Nissan,Sunny,XePetrol,707025,1498,Petrol,Sedan,5,Manual,NissanSunnyXePetrol
Volkswagen,Ameo,Trendline1.5LTdi,711500,1498,Diesel,Sedan,5,Manual,VolkswagenAmeoTrendline1.5LTdi
Volkswagen,Polo,Trendline1.5L(D),734500,1498,Diesel,Hatchback,5,Manual,VolkswagenPoloTrendline1.5L(D)
Ford,Aspire,1.5TdciTrend,737400,1498,Diesel,Sedan,5,Manual,FordAspire1.5TdciTrend
Ford,Freestyle,1.5LTdciTrendPlus,745900,1498,Diesel,Crossover,5,Manual,FordFreestyle1.5LTdciTrendPlus
Ford,Figo,TitaniumBlu1.5Tdci,764900,1498,Diesel,Hatchback,5,Manual,FordFigoTitaniumBlu1.5Tdci
Ford,Aspire,1.5TdciTrendPlus,777400,1498,Diesel,Sedan,5,Manual,FordAspire1.5TdciTrendPlus
Honda,Amaze,SMtDiesel,785000,1498,Diesel,Sedan,5,Manual,HondaAmazeSMtDiesel
Ford,Freestyle,1.5LTdciTitanium,790900,1498,Diesel,Hatchback,5,Manual,FordFreestyle1.5LTdciTitanium
Renault,Duster,RxePetrol,799990,1498,Petrol,SUV,5,Manual,RenaultDusterRxePetrol
Volkswagen,Ameo,Comfortline1.5LTdi,810500,1498,Diesel,Sedan,5,Manual,VolkswagenAmeoComfortline1.5LTdi
Honda,Jazz,SDiesel,816500,1498,Diesel,Hatchback,5,Manual,HondaJazzSDiesel
Ford,Aspire,1.5TdciTitanium,817400,1498,Diesel,Sedan,5,Manual,FordAspire1.5TdciTitanium
Ford,Freestyle,1.5LTdciTitaniumPlus,836400,1498,Diesel,Hatchback,5,Manual,FordFreestyle1.5LTdciTitaniumPlus
Nissan,Sunny,XlPetrol,836461,1498,Petrol,Sedan,5,Manual,NissanSunnyXlPetrol
Ford,Ecosport,1.5LTdciAmbiente,841000,1498,Diesel,SUV,5,Manual,FordEcosport1.5LTdciAmbiente
Ford,Aspire,1.5TdciBlu,842400,1498,Diesel,Sedan,5,Manual,FordAspire1.5TdciBlu
Honda,Amaze,VMtDiesel,845000,1498,Diesel,Sedan,5,Manual,HondaAmazeVMtDiesel
Volkswagen,Polo,Comfortline1.5(D),851500,1498,Diesel,Hatchback,5,Manual,VolkswagenPoloComfortline1.5(D)
Ford,Aspire,1.5TdciTitaniumPlus,862400,1498,Diesel,Sedan,5,Manual,FordAspire1.5TdciTitaniumPlus
Honda,Amaze,SCvtDiesel,865000,1498,Diesel,Sedan,5,Automatic,HondaAmazeSCvtDiesel
Honda,Amaze,VxMtDiesel,893000,1498,Diesel,Sedan,5,Manual,HondaAmazeVxMtDiesel
Honda,Jazz,VDiesel,896500,1498,Diesel,Hatchback,5,Manual,HondaJazzVDiesel
Honda,Amaze,ExclusiveEditionDiesel,906000,1498,Diesel,Sedan,5,Manual,HondaAmazeExclusiveEditionDiesel
Honda,Amaze,AceEditionMtDiesel,906300,1498,Diesel,Sedan,5,Manual,HondaAmazeAceEditionMtDiesel
Honda,Wr-V,EdgePlusEditionDiesel,916050,1498,Diesel,SUV,5,Manual,HondaWr-VEdgePlusEditionDiesel
Renault,Duster,RxsPetrol,919990,1498,Petrol,SUV,5,Manual,RenaultDusterRxsPetrol
Ford,Ecosport,1.5LTdciTrend,921000,1498,Diesel,SUV,5,Manual,FordEcosport1.5LTdciTrend
Honda,Amaze,VCvtDiesel,925000,1498,Diesel,Sedan,5,Automatic,HondaAmazeVCvtDiesel
Honda,Wr-V,SDiesel,925000,1498,Diesel,SUV,5,Manual,HondaWr-VSDiesel
Volkswagen,Ameo,HighlinePlus1.5LTdi,925500,1498,Diesel,Sedan,5,Manual,VolkswagenAmeoHighlinePlus1.5LTdi
Volkswagen,Polo,HighlinePlus1.5(D),931500,1498,Diesel,Hatchback,5,Manual,VolkswagenPoloHighlinePlus1.5(D)
Honda,Jazz,VxDiesel,940500,1498,Diesel,Hatchback,5,Manual,HondaJazzVxDiesel
Renault,Captur,RxePetrol,949999,1498,Petrol,SUV,5,Manual,RenaultCapturRxePetrol
Nissan,Kicks,XlPetrol,955000,1498,Petrol,SUV,5,Manual,NissanKicksXlPetrol
Volkswagen,Vento,Trendline1.5(D),958500,1498,Diesel,Sedan,5,Manual,VolkswagenVentoTrendline1.5(D)
Honda,Amaze,VxCvtDiesel,966000,1498,Diesel,Sedan,5,Automatic,HondaAmazeVxCvtDiesel
Honda,Amaze,AceEditionCvtDiesel,979300,1498,Diesel,Sedan,5,Automatic,HondaAmazeAceEditionCvtDiesel
MarutiSuzuki,Ertiga,1.5LVdi,986689,1498,Diesel,MPV,7,Manual,MarutiSuzukiErtiga1.5LVdi
Volkswagen,Polo,GtTdi,988500,1498,Diesel,Hatchback,5,Manual,VolkswagenPoloGtTdi
Nissan,Sunny,XvCvt,993997,1498,Petrol,Sedan,5,Automatic,NissanSunnyXvCvt
Honda,Wr-V,VDiesel,995000,1498,Diesel,SUV,5,Manual,HondaWr-VVDiesel
MarutiSuzuki,Ciaz,1.5LDelta,997689,1498,Diesel,Sedan,5,Manual,MarutiSuzukiCiaz1.5LDelta
Volkswagen,Ameo,HighlinePlus1.5LTdiDsg,999900,1498,Diesel,Sedan,5,Automatic,VolkswagenAmeoHighlinePlus1.5LTdiDsg
Volkswagen,Ameo,GtLineTdiDsg,999900,1498,Diesel,Sedan,5,Automatic,VolkswagenAmeoGtLineTdiDsg
Ford,Ecosport,1.5LTdciTitanium,999900,1498,Diesel,SUV,5,Manual,FordEcosport1.5LTdciTitanium
Volkswagen,Vento,Comfortline1.5(D),999900,1498,Diesel,Sedan,5,Manual,VolkswagenVentoComfortline1.5(D)
Renault,Duster,Rxs(Opt)Cvt,999990,1498,Petrol,SUV,5,CVT,RenaultDusterRxs(Opt)Cvt
Skoda,Rapid,1.5TdiCrActive,1006139,1498,Diesel,Sedan,5,Manual,SkodaRapid1.5TdiCrActive
Honda,Wr-V,VxDiesel,1035000,1498,Diesel,SUV,5,Manual,HondaWr-VVxDiesel
Honda,Wr-V,ExclusiveEditionDiesel,1048050,1498,Diesel,SUV,5,Manual,HondaWr-VExclusiveEditionDiesel
MarutiSuzuki,Ertiga,1.5LZdi,1069689,1498,Diesel,MPV,7,Manual,MarutiSuzukiErtiga1.5LZdi
Ford,Ecosport,1.5LTdciTitaniumPlus,1090000,1498,Diesel,SUV,5,Manual,FordEcosport1.5LTdciTitaniumPlus
Ford,Ecosport,1.5LTdciThunderEdition,1090000,1498,Diesel,SUV,5,Manual,FordEcosport1.5LTdciThunderEdition
Nissan,Kicks,XvPetrol,1095000,1498,Petrol,SUV,5,Manual,NissanKicksXvPetrol
MarutiSuzuki,Ciaz,1.5LZeta,1109189,1498,Diesel,Sedan,5,Manual,MarutiSuzukiCiaz1.5LZeta
Honda,City,SvMtDiesel,1111000,1498,Diesel,Sedan,5,Manual,HondaCitySvMtDiesel
MarutiSuzuki,Ertiga,1.5LZdiPlus,1120689,1498,Diesel,MPV,7,Manual,MarutiSuzukiErtiga1.5LZdiPlus
Skoda,Rapid,1.5TdiCrAmbition,1129599,1498,Diesel,Sedan,5,Manual,SkodaRapid1.5TdiCrAmbition
MarutiSuzuki,Ciaz,1.5LAlpha,1138189,1498,Diesel,Sedan,5,Manual,MarutiSuzukiCiaz1.5LAlpha
Ford,Ecosport,1.5LTdciTitaniumS,1145000,1498,Diesel,SUV,5,Manual,FordEcosport1.5LTdciTitaniumS
Skoda,Rapid,OnyxMtDiesel,1158599,1498,Diesel,Sedan,5,Manual,SkodaRapidOnyxMtDiesel
Toyota,Yaris,V,1174000,1498,Petrol,Sedan,5,Manual,ToyotaYarisV
Honda,Brv,SDiesel,1187900,1498,Diesel,SUV,7,Manual,HondaBrvSDiesel
Honda,City,VMtDiesel,1191000,1498,Diesel,Sedan,5,Manual,HondaCityVMtDiesel
Toyota,Yaris,V(O),1197000,1498,Petrol,Sedan,5,Manual,ToyotaYarisV(O)
Renault,Captur,PlatinePetrolDualTone,1199999,1498,Petrol,SUV,5,Manual,RenaultCapturPlatinePetrolDualTone
Volkswagen,Vento,Highline1.5(D),1210500,1498,Diesel,Sedan,5,Manual,VolkswagenVentoHighline1.5(D)
Skoda,Rapid,1.5TdiCrAmbitionAt,1249599,1498,Diesel,Sedan,5,Automatic,SkodaRapid1.5TdiCrAmbitionAt
Skoda,Rapid,1.5TdiCrStyle,1273599,1498,Diesel,Sedan,5,Manual,SkodaRapid1.5TdiCrStyle
Skoda,Rapid,OnyxAtDiesel,1273599,1498,Diesel,Sedan,5,Automatic,SkodaRapidOnyxAtDiesel
Honda,Brv,VDiesel,1273900,1498,Diesel,SUV,7,Manual,HondaBrvVDiesel
Skoda,MonteCarlo,MonteCarlo1.5TdiMt,1299599,1498,Diesel,Sedan,5,Manual,SkodaMonteCarloMonteCarlo1.5TdiMt
Honda,City,VxMtDiesel,1302000,1498,Diesel,Sedan,5,Manual,HondaCityVxMtDiesel
Toyota,Yaris,V(O)Cvt,1317000,1498,Petrol,Sedan,5,Automatic,ToyotaYarisV(O)Cvt
Volkswagen,Vento,HighlinePlus1.5(D)Dsg,1317500,1498,Diesel,Sedan,5,Automatic,VolkswagenVentoHighlinePlus1.5(D)Dsg
Volkswagen,Vento,Highline1.5(D)Dsg,1336500,1498,Diesel,Sedan,5,Automatic,VolkswagenVentoHighline1.5(D)Dsg
Honda,Brv,VxDiesel,1382900,1498,Diesel,SUV,7,Manual,HondaBrvVxDiesel
Skoda,Rapid,1.5TdiCrStyleAt,1399599,1498,Diesel,Sedan,5,Automatic,SkodaRapid1.5TdiCrStyleAt
Honda,City,ZxMtDiesel,1421000,1498,Diesel,Sedan,5,Manual,HondaCityZxMtDiesel
Skoda,MonteCarlo,MonteCarlo1.5TdiAt,1425599,1498,Diesel,Sedan,5,Automatic,SkodaMonteCarloMonteCarlo1.5TdiAt
Volkswagen,Vento,GtLine(D),1449500,1498,Diesel,Hatchback,5,Manual,VolkswagenVentoGtLine(D)
Mg,Hector,1.5LStyle,1248000,1500,Petrol,SUV,5,Manual,MgHector1.5LStyle
Mg,Hector,1.5LSuper,1328000,1500,Petrol,SUV,5,Manual,MgHector1.5LSuper
Mg,Hector,1.5LSuperHybrid,1388000,1500,Hybrid,SUV,5,Manual,MgHector1.5LSuperHybrid
Mg,Hector,1.5LSmartHybrid,1498000,1500,Hybrid,SUV,5,Manual,MgHector1.5LSmartHybrid
Mg,Hector,1.5LSmartDct,1568000,1500,Petrol,SUV,5,DCT,MgHector1.5LSmartDct
Mg,Hector,1.5LSharpHybrid,1628000,1500,Hybrid,SUV,5,Manual,MgHector1.5LSharpHybrid
Mg,Hector,1.5LSharpDct,1718000,1500,Petrol,SUV,5,DCT,MgHector1.5LSharpDct
Hyundai,Verna,1.6CrdiSx,1172544,1582,Diesel,Sedan,5,Manual,HyundaiVerna1.6CrdiSx
Hyundai,Verna,1.6CrdiSx(O),1301881,1582,Diesel,Sedan,5,Manual,HyundaiVerna1.6CrdiSx(O)
Hyundai,Verna,1.6CrdiSxPlusAt,1328545,1582,Diesel,Sedan,5,Automatic,HyundaiVerna1.6CrdiSxPlusAt
Hyundai,Creta,1.6CrdiSAt,1336033,1582,Diesel,SUV,5,Automatic,HyundaiCreta1.6CrdiSAt
Hyundai,Creta,1.6CrdiSx,1366797,1582,Diesel,SUV,5,Manual,HyundaiCreta1.6CrdiSx
Hyundai,Verna,1.6CrdiSx(O)At,1407871,1582,Diesel,Sedan,5,Automatic,HyundaiVerna1.6CrdiSx(O)At
Hyundai,Creta,SportsEditionDiesel,1414247,1582,Diesel,SUV,5,Manual,HyundaiCretaSportsEditionDiesel
Hyundai,Creta,1.6CrdiSxDualTone,1421208,1582,Diesel,SUV,5,Manual,HyundaiCreta1.6CrdiSxDualTone
Hyundai,Creta,1.6CrdiSxAt,1527395,1582,Diesel,SUV,5,Automatic,HyundaiCreta1.6CrdiSxAt
Hyundai,Creta,1.6CrdiSx(O),1543564,1582,Diesel,SUV,5,Manual,HyundaiCreta1.6CrdiSx(O)
Hyundai,Creta,1.6CrdiSx(O)Executive,1572064,1582,Diesel,SUV,5,Manual,HyundaiCreta1.6CrdiSx(O)Executive
