company,model,Variant,price,engine,fuel,body,seats,transmission,total_details
Hyundai,Verna,1.6VtvtSx,999900,1591,Petrol,Sedan,5,Manual,HyundaiVerna1.6VtvtSx
Hyundai,Creta,1.6VtvtEPlus,999990,1591,Petrol,SUV,5,Manual,HyundaiCreta1.6VtvtEPlus
Hyundai,Creta,1.6VtvtEx,1092192,1591,Petrol,SUV,5,Manual,HyundaiCreta1.6VtvtEx
Hyundai,Verna,1.6VtvtSxPlusAt,1162875,1591,Petrol,Sedan,5,Automatic,HyundaiVerna1.6VtvtSxPlusAt
Hyundai,Verna,1.6VtvtSx(O),1172999,1591,Petrol,Sedan,5,Manual,HyundaiVerna1.6VtvtSx(O)
Hyundai,Verna,1.6VtvtSx(O)AnniversaryEdition,1178894,1591,Petrol,Sedan,5,Manual,HyundaiVerna1.6VtvtSx(O)AnniversaryEdition
Hyundai,Creta,1.6VtvtSx,1232534,1591,Petrol,SUV,5,Manual,HyundaiCreta1.6VtvtSx
Hyundai,Creta,SportsEditionPetrol,1279983,1591,Petrol,SUV,5,Manual,HyundaiCretaSportsEditionPetrol
Hyundai,Creta,1.6VtvtSxDualTone,1287041,1591,Petrol,SUV,5,Automatic,HyundaiCreta1.6VtvtSxDualTone
Hyundai,Verna,1.6VtvtSx(O)At,1287999,1591,Petrol,Sedan,5,Automatic,HyundaiVerna1.6VtvtSx(O)At
Hyundai,Creta,1.6VtvtSxAt,1377363,1591,Petrol,SUV,5,Automatic,HyundaiCreta1.6VtvtSxAt
Hyundai,Creta,1.6VtvtSx(O),1394437,1591,Petrol,SUV,5,Manual,HyundaiCreta1.6VtvtSx(O)
Hyundai,Creta,1.6VtvtSx(O)Executive,1422937,1591,Petrol,SUV,5,Manual,HyundaiCreta1.6VtvtSx(O)Executive
Volvo,V40CrossCountry,T4,2962000,1596,Petrol,Hatchback,5,Automatic,VolvoV40CrossCountryT4
Honda,Civic,1.6VxMt,2054900,1597,Diesel,Sedan,5,Manual,HondaCivic1.6VxMt
Honda,Civic,1.6ZxMt,2234900,1597,Diesel,Sedan,5,Manual,HondaCivic1.6ZxMt
Honda,Cr-V,2WdDieselAt,3067001,1597,Diesel,SUV,7,Automatic,HondaCr-V2WdDieselAt
Honda,Cr-V,AwdDieselAt,3277001,1597,Diesel,SUV,7,Automatic,HondaCr-VAwdDieselAt
Volkswagen,Vento,Trendline1.6(P),876500,1598,Petrol,Sedan,5,Manual,VolkswagenVentoTrendline1.6(P)
Skoda,Rapid,1.6MpiActive,881916,1598,Petrol,Sedan,5,Manual,SkodaRapid1.6MpiActive
Skoda,Rapid,OnyxMtPetrol,975599,1598,Petrol,Sedan,5,Manual,SkodaRapidOnyxMtPetrol
Skoda,Rapid,1.6MpiAmbition,998599,1598,Petrol,Sedan,5,Manual,SkodaRapid1.6MpiAmbition
Skoda,Rapid,1.6MpiAmbitionAt,999599,1598,Petrol,Sedan,5,Automatic,SkodaRapid1.6MpiAmbitionAt
Volkswagen,Vento,Highline1.6(P),999900,1598,Petrol,Sedan,5,Manual,VolkswagenVentoHighline1.6(P)
Volkswagen,Vento,Comfortline1.6(P),999900,1598,Petrol,Sedan,5,Manual,VolkswagenVentoComfortline1.6(P)
Nissan,Terrano,Xl(P),999900,1598,Petrol,SUV,5,Manual,NissanTerranoXl(P)
Skoda,Rapid,OnyxAtPetrol,1099599,1598,Petrol,Sedan,5,Automatic,SkodaRapidOnyxAtPetrol
Skoda,Rapid,1.6MpiStyle,1115599,1598,Petrol,Sedan,5,Manual,SkodaRapid1.6MpiStyle
Skoda,MonteCarlo,MonteCarlo1.6MpiMt,1139599,1598,Petrol,Sedan,5,Manual,SkodaMonteCarloMonteCarlo1.6MpiMt
Skoda,Rapid,1.6MpiStyleAt,1243599,1598,Petrol,Sedan,5,Automatic,SkodaRapid1.6MpiStyleAt
Skoda,MonteCarlo,MonteCarlo1.6MpiAt,1269599,1598,Petrol,Sedan,5,Automatic,SkodaMonteCarloMonteCarlo1.6MpiAt
Toyota,CorollaAltis,GPetrol,1645000,1798,Petrol,Sedan,5,Manual,ToyotaCorollaAltisGPetrol
Toyota,CorollaAltis,GAtPetrol,1806000,1798,Petrol,Sedan,5,Automatic,ToyotaCorollaAltisGAtPetrol
Toyota,CorollaAltis,GlPetrol,1882000,1798,Petrol,Sedan,5,Manual,ToyotaCorollaAltisGlPetrol
Skoda,Octavia,Onyx1.8TsiDsg,1999599,1798,Petrol,Sedan,5,Automatic,SkodaOctaviaOnyx1.8TsiDsg
Toyota,CorollaAltis,VlAtPetrol,2019000,1798,Petrol,Sedan,5,Automatic,ToyotaCorollaAltisVlAtPetrol
Skoda,Octavia,Style1.8TsiAt,2059599,1798,Petrol,Sedan,5,Automatic,SkodaOctaviaStyle1.8TsiAt
Skoda,Octavia,L&K1.8TsiAt,2359599,1798,Petrol,Sedan,5,Automatic,SkodaOctaviaL&K1.8TsiAt
Skoda,Superb,Style1.8TsiMt,2599599,1798,Petrol,Sedan,5,Manual,SkodaSuperbStyle1.8TsiMt
Skoda,Superb,CorporateEdition1.8TsiAt,2599599,1798,Petrol,Sedan,5,Automatic,SkodaSuperbCorporateEdition1.8TsiAt
Skoda,Superb,Style1.8TsiAt,2779599,1798,Petrol,Sedan,5,Automatic,SkodaSuperbStyle1.8TsiAt
Skoda,SuperbSportline,Sportline1.8LTsiAt,2899599,1798,Petrol,Sedan,5,Automatic,SkodaSuperbSportlineSportline1.8LTsiAt
Skoda,Superb,L&K1.8TsiAt,3099599,1798,Petrol,Sedan,5,Automatic,SkodaSuperbL&K1.8TsiAt
Toyota,Prius,Z8,4509000,1798,Hybrid,Sedan,5,Automatic,ToyotaPriusZ8
Honda,Civic,1.8VCvt,1793900,1799,Petrol,Sedan,5,Automatic,HondaCivic1.8VCvt
Honda,Civic,1.8VxCvt,1944900,1799,Petrol,Sedan,5,Automatic,HondaCivic1.8VxCvt
Honda,Civic,1.8ZxCvt,2124900,1799,Petrol,Sedan,5,Automatic,HondaCivic1.8ZxCvt
Isuzu,DmaxV-Cross,ZPrestige,1999000,1898,Diesel,Pick-up,5,Automatic,IsuzuDmaxV-CrossZPrestige
Tata,Harrier,RevotorqXe,1345363,1956,Diesel,SUV,5,Manual,TataHarrierRevotorqXe
Tata,Harrier,RevotorqXm,1471368,1956,Diesel,SUV,5,Manual,TataHarrierRevotorqXm
Tata,Harrier,RevotorqXt,1591368,1956,Diesel,Hatchback,5,Manual,TataHarrierRevotorqXt
Jeep,Compass,2.0Sport,1661000,1956,Diesel,SUV,5,Manual,JeepCompass2.0Sport
Jeep,Compass,2.0SportPlus,1699000,1956,Diesel,SUV,5,Manual,JeepCompass2.0SportPlus
Tata,Harrier,RevotorqXz,1721368,1956,Diesel,Hatchback,5,Manual,TataHarrierRevotorqXz
Tata,Harrier,RevotorqDarkEdition,1730755,1956,Diesel,Hatchback,5,Manual,TataHarrierRevotorqDarkEdition
Tata,Harrier,RevotorqXzDualTone,1732231,1956,Diesel,Hatchback,5,Manual,TataHarrierRevotorqXzDualTone
Jeep,Compass,2.0Longitude,1803000,1956,Diesel,SUV,5,Manual,JeepCompass2.0Longitude
Jeep,Compass,2.0Longitude(O),1888000,1956,Diesel,SUV,5,Manual,JeepCompass2.0Longitude(O)
Jeep,Compass,2.0Limited,1973000,1956,Diesel,SUV,5,Manual,JeepCompass2.0Limited
Jeep,Compass,2.0Limited(O),2022000,1956,Diesel,SUV,5,Manual,JeepCompass2.0Limited(O)
Jeep,Compass,2.0Limited(O)BlackPack,2036300,1956,Diesel,SUV,5,Manual,JeepCompass2.0Limited(O)BlackPack
Jeep,Compass,2.0LimitedPlus4X2Diesel,2133000,1956,Diesel,SUV,5,Manual,JeepCompass2.0LimitedPlus4X2Diesel
Jeep,Compass,2.0Limited4X4,2151000,1956,Diesel,SUV,5,Manual,JeepCompass2.0Limited4X4
Jeep,Compass,2.0Longitude4X4At,2196000,1956,Diesel,SUV,5,Automatic,JeepCompass2.0Longitude4X4At
Jeep,Compass,2.0Limited(O)4X4,2199000,1956,Diesel,SUV,5,Manual,JeepCompass2.0Limited(O)4X4
Jeep,Compass,2.0Limited(O)4X4BlackPack,2214000,1956,Diesel,SUV,5,Manual,JeepCompass2.0Limited(O)4X4BlackPack
Jeep,Compass,2.0LimitedPlus4X4Diesel,2311000,1956,Diesel,SUV,5,Manual,JeepCompass2.0LimitedPlus4X4Diesel
Jeep,Compass,2.0LimitedPlus4X4At,2499000,1956,Diesel,SUV,5,Automatic,JeepCompass2.0LimitedPlus4X4At
Jeep,CompassTrailhawk,2.0Trailhawk4X4At,2680000,1956,Diesel,SUV,5,Automatic,JeepCompassTrailhawk2.0Trailhawk4X4At
Jeep,CompassTrailhawk,2.0Trailhawk(O)4X4At,2760000,1956,Diesel,SUV,5,Automatic,JeepCompassTrailhawk2.0Trailhawk(O)4X4At
Skoda,Octavia,CorporateEdition2.0Tdi,1699000,1968,Diesel,Sedan,5,Manual,SkodaOctaviaCorporateEdition2.0Tdi
Skoda,Octavia,Ambition2.0TdiCr,1799599,1968,Diesel,Sedan,5,Manual,SkodaOctaviaAmbition2.0TdiCr
Skoda,Octavia,Style2.0TdiCr,2079599,1968,Diesel,Sedan,5,Manual,SkodaOctaviaStyle2.0TdiCr
Skoda,Octavia,Onyx2.0TdiDsg,2199599,1968,Diesel,Sedan,5,Automatic,SkodaOctaviaOnyx2.0TdiDsg
Skoda,Octavia,Style2.0TdiCrAt,2299599,1968,Diesel,Sedan,5,Automatic,SkodaOctaviaStyle2.0TdiCrAt
Skoda,Octavia,L&K2.0TdiCrAt,2359599,1968,Diesel,Sedan,5,Automatic,SkodaOctaviaL&K2.0TdiCrAt
Volkswagen,Passat,2.0TdiComfortlineConnect,2599000,1968,Diesel,Sedan,5,Automatic,VolkswagenPassat2.0TdiComfortlineConnect
Volkswagen,Tiguan,Comfortline2.0LTdiAmt,2814500,1968,Diesel,SUV,5,Automatic,VolkswagenTiguanComfortline2.0LTdiAmt
Skoda,Superb,CorporateEdition2.0TdiAt,2849599,1968,Diesel,Sedan,5,Automatic,SkodaSuperbCorporateEdition2.0TdiAt
Volkswagen,Passat,2.0TdiHighlineConnect,2899000,1968,Diesel,Sedan,5,Automatic,VolkswagenPassat2.0TdiHighlineConnect
Audi,A3,35TdiPremiumPlus,3021200,1968,Diesel,Sedan,5,Automatic,AudiA335TdiPremiumPlus
Volkswagen,Passat,2.0TdiComfortline,3021500,1968,Diesel,Sedan,5,Automatic,VolkswagenPassat2.0TdiComfortline
Skoda,Superb,Style2.0TdiAt,3029599,1968,Diesel,Sedan,5,Automatic,SkodaSuperbStyle2.0TdiAt
Skoda,SuperbSportline,Sportline2.0LTdiAt,3149599,1968,Diesel,Sedan,5,Automatic,SkodaSuperbSportlineSportline2.0LTdiAt
Audi,A3,35TdiTechnology,3221200,1968,Diesel,Sedan,5,Automatic,AudiA335TdiTechnology
Skoda,Kodiaq,Style2.0Tdi4X4At,3299599,1968,Diesel,SUV,5,Automatic,SkodaKodiaqStyle2.0Tdi4X4At
Skoda,Kodiaq,CorporateEdition,3299599,1968,Diesel,SUV,5,Automatic,SkodaKodiaqCorporateEdition
Volkswagen,Passat,2.0TdiHighline,3321500,1968,Diesel,Sedan,5,Automatic,VolkswagenPassat2.0TdiHighline
Skoda,Superb,L&K2.0TdiAt,3349599,1968,Diesel,Sedan,5,Automatic,SkodaSuperbL&K2.0TdiAt
Skoda,KodiaqScout,2.0TdiAt,3399000,1968,Diesel,SUV,7,Automatic,SkodaKodiaqScout2.0TdiAt
Audi,Q3,30TdiPremiumFwd,3677200,1968,Diesel,SUV,5,Manual,AudiQ330TdiPremiumFwd
Skoda,Kodiaq,LaurinAndKlement,3678599,1968,Diesel,SUV,5,Automatic,SkodaKodiaqLaurinAndKlement
Audi,Q3,35TdiQuattroPremiumPlus,3992200,1968,Diesel,SUV,5,Automatic,AudiQ335TdiQuattroPremiumPlus
Audi,Q3,35TdiQuattroTechnology,4361000,1968,Diesel,SUV,5,Automatic,AudiQ335TdiQuattroTechnology
Audi,Q5,35TdiPremiumPlus,5021200,1968,Diesel,SUV,5,Automatic,AudiQ535TdiPremiumPlus
Audi,Q5,35TdiTechnology,5621200,1968,Diesel,SUV,5,Automatic,AudiQ535TdiTechnology
Audi,A5,Sportback,6061200,1968,Diesel,Sedan,5,Automatic,AudiA5Sportback
Audi,A5Cabriolet,2.0Tdi,6948200,1968,Diesel,Convertible,4,Automatic,AudiA5Cabriolet2.0Tdi
Volvo,Xc40,D4Momentum,3990000,1969,Diesel,SUV,5,Automatic,VolvoXc40D4Momentum
Volvo,Xc40,T4R-Design,3990000,1969,Petrol,SUV,5,Automatic,VolvoXc40T4R-Design
Volvo,Xc40,D4Inscription,4390000,1969,Diesel,SUV,5,Automatic,VolvoXc40D4Inscription
Volvo,S60,Polestar,5602000,1969,Petrol,Sedan,5,Automatic,VolvoS60Polestar
Volvo,S90,D4Inscription,5890000,1969,Diesel,Sedan,5,Automatic,VolvoS90D4Inscription
Volvo,Xc60,InscriptionD5,5990000,1969,Diesel,SUV,5,Automatic,VolvoXc60InscriptionD5
Volvo,V90CrossCountry,D5Inscription,6531000,1969,Diesel,SUV,5,Automatic,VolvoV90CrossCountryD5Inscription
Volvo,Xc90,D5Momentum,8090000,1969,Diesel,SUV,7,Automatic,VolvoXc90D5Momentum
Volvo,Xc90,D5R-Design,8491500,1969,Diesel,SUV,7,Automatic,VolvoXc90D5R-Design
Volvo,Xc90,D5Inscription,8790000,1969,Diesel,SUV,7,Automatic,VolvoXc90D5Inscription
Volvo,Xc90,T8Inscription,9665000,1969,Hybrid,SUV,7,Automatic,VolvoXc90T8Inscription
Volvo,Xc90,T8Excellence,13124000,1969,Hybrid,SUV,4,Automatic,VolvoXc90T8Excellence
Volvo,V40,Kinetic,2769000,1984,Diesel,Hatchback,5,Automatic,VolvoV40Kinetic
Volvo,V40,RDesign,3191000,1984,Diesel,Hatchback,5,Automatic,VolvoV40RDesign
Volvo,V40CrossCountry,D3,3283000,1984,Diesel,Hatchback,5,Automatic,VolvoV40CrossCountryD3
Volvo,S60,Momentum,3850500,1984,Diesel,Sedan,5,Automatic,VolvoS60Momentum
Audi,Q5,45TfsiPremiumPlus,5021200,1984,Petrol,SUV,5,Automatic,AudiQ545TfsiPremiumPlus
Audi,A6,PremiumPlus45Tfsi,5442200,1984,Petrol,Sedan,5,Automatic,AudiA6PremiumPlus45Tfsi
Audi,Q5,45TfsiTechnology,5621200,1984,Petrol,SUV,5,Automatic,AudiQ545TfsiTechnology
Audi,A6,Technology45Tfsi,5942200,1984,Petrol,Sedan,5,Automatic,AudiA6Technology45Tfsi
Audi,Q7,40TfsiQuattroPremiumPlus,6921500,1984,Petrol,SUV,7,Automatic,AudiQ740TfsiQuattroPremiumPlus
Porsche,Macan,Base,6998000,1984,Petrol,SUV,5,Automatic,PorscheMacanBase
Audi,Q7,40TfsiQuattroTechnologyPack,7621500,1984,Petrol,SUV,7,Automatic,AudiQ740TfsiQuattroTechnologyPack
Audi,Q7,40TfsiQuattroBlackStyling,7711500,1984,Petrol,SUV,7,Automatic,AudiQ740TfsiQuattroBlackStyling
Porsche,718,Cayman,8595000,1988,Petrol,Coupe,2,Automatic,Porsche718Cayman
Porsche,718,Boxster,8995000,1988,Petrol,Convertible,2,Automatic,Porsche718Boxster
Honda,AccordHybrid,2.0At,4321237,1993,Hybrid,Sedan,5,Automatic,HondaAccordHybrid2.0At
Icml,Extreme,SdCrdfi9SeaterBsiv,552890,1994,Diesel,SUV,9,Manual,IcmlExtremeSdCrdfi9SeaterBsiv
Icml,Extreme,LdCrdfiNonAc9SeaterBsiv,589678,1994,Diesel,SUV,9,Manual,IcmlExtremeLdCrdfiNonAc9SeaterBsiv
Icml,Extreme,LdCrdfiPsAc9SeaterBsiv,628072,1994,Diesel,SUV,9,Manual,IcmlExtremeLdCrdfiPsAc9SeaterBsiv
Icml,Extreme,LdDiNonAc9SeaterBsiii,642478,1994,Diesel,SUV,9,Manual,IcmlExtremeLdDiNonAc9SeaterBsiii
Icml,Extreme,LdDiPsAc9SeaterBsiii,689761,1994,Diesel,SUV,9,Manual,IcmlExtremeLdDiPsAc9SeaterBsiii
Icml,Extreme,LdCrdfiPsAc9SeaterBsiii,788177,1994,Diesel,SUV,9,Manual,IcmlExtremeLdCrdfiPsAc9SeaterBsiii
Icml,Extreme,SdCrdfi9SeaterBsiii,835275,1994,Diesel,SUV,9,Manual,IcmlExtremeSdCrdfi9SeaterBsiii
Icml,Extreme,VdCrdfi7SeaterBsiii,900967,1994,Diesel,SUV,7,Manual,IcmlExtremeVdCrdfi7SeaterBsiii
Icml,Extreme,VdCrdfi7SeaterBsiv,927689,1994,Diesel,SUV,7,Manual,IcmlExtremeVdCrdfi7SeaterBsiv
Icml,Extreme,VdDi7SeaterBsiii,1465148,1994,Diesel,SUV,7,Manual,IcmlExtremeVdDi7SeaterBsiii
Icml,Extreme,SdDi9SeaterBsiii,2650777,1994,Diesel,SUV,9,Manual,IcmlExtremeSdDi9SeaterBsiii
Hyundai,Tucson,2WdMtDiesel,2079717,1995,Diesel,SUV,5,Manual,HyundaiTucson2WdMtDiesel
Hyundai,Tucson,2WdAtGlDiesel,2364354,1995,Diesel,SUV,5,Automatic,HyundaiTucson2WdAtGlDiesel
Hyundai,Tucson,2WdAtGl(O)Diesel,2423720,1995,Diesel,SUV,5,Automatic,HyundaiTucson2WdAtGl(O)Diesel
Hyundai,Tucson,4WdAtGlsDiesel,2697417,1995,Diesel,SUV,5,Automatic,HyundaiTucson4WdAtGlsDiesel
Bmw,X1,Sdrive20DExpedition,3520000,1995,Diesel,"Crossover,SUV",5,Automatic,BmwX1Sdrive20DExpedition
Bmw,X1,Sdrive20DXline,3930000,1995,Diesel,"SUV,Crossover",5,Automatic,BmwX1Sdrive20DXline
Bmw,3-Series,320DSport,4140000,1995,Diesel,Sedan,5,Automatic,Bmw3-Series320DSport
Bmw,X1,Sdrive20DMSport,4240000,1995,Diesel,SUV,5,Automatic,BmwX1Sdrive20DMSport
Bmw,X1,Xdrive20DMSport,4570000,1995,Diesel,"SUV,Crossover",5,Automatic,BmwX1Xdrive20DMSport
Bmw,3-Series,320DLuxuryLine,4690000,1995,Diesel,Sedan,5,Automatic,Bmw3-Series320DLuxuryLine
Bmw,X3,Xdrive20DXline,5600000,1995,Diesel,SUV,5,Automatic,BmwX3Xdrive20DXline
Bmw,X3,Xdrive20DLuxuryLine,5930000,1995,Diesel,SUV,5,Automatic,BmwX3Xdrive20DLuxuryLine
Bmw,5-Series,520DLuxuryLine,5930000,1995,Diesel,Sedan,5,Automatic,Bmw5-Series520DLuxuryLine
Bmw,X4,Xdrive20DMSportX,6060000,1995,Diesel,SUV,5,Automatic,BmwX4Xdrive20DMSportX
Bmw,6-Series,620DGtLuxuryLine,6440000,1995,Diesel,Sedan,4,Automatic,Bmw6-Series620DGtLuxuryLine
Honda,Cr-V,2WdPetrolCvt,2827001,1997,Petrol,SUV,5,Automatic,HondaCr-V2WdPetrolCvt
Jaguar,Xe,SPetrol,4498000,1997,Petrol,Sedan,5,Automatic,JaguarXeSPetrol
Jaguar,Xe,SePetrol,4633000,1997,Petrol,Sedan,5,Automatic,JaguarXeSePetrol
LandRoverRover,RangeEvoque,SPetrol,5494000,1997,Petrol,SUV,5,Automatic,LandRoverRoverRangeEvoqueSPetrol
LandRoverRover,RangeEvoque,SeR-DynamicPetrol,5985000,1997,Petrol,SUV,5,Automatic,LandRoverRoverRangeEvoqueSeR-DynamicPetrol
Jaguar,F-Pace,PrestigePetrol,6422809,1997,Petrol,SUV,5,Automatic,JaguarF-PacePrestigePetrol
LandRoverRover,RangeVelar,2.0PetrolR-DynamicS,7246802,1997,Petrol,SUV,5,Automatic,LandRoverRoverRangeVelar2.0PetrolR-DynamicS
LandRoverRover,RangeSport,2.0LSPetrol,8670586,1997,Petrol,SUV,7,Automatic,LandRoverRoverRangeSport2.0LSPetrol
Jaguar,F-Type,2.0LCoupe,9092578,1997,Petrol,Coupe,2,Automatic,JaguarF-Type2.0LCoupe
Jaguar,F-Type,2.0CoupeRDynamic,9366433,1997,Petrol,Coupe,2,Automatic,JaguarF-Type2.0CoupeRDynamic
LandRoverRover,RangeSport,2.0LSePetrol,9448181,1997,Petrol,SUV,7,Automatic,LandRoverRoverRangeSport2.0LSePetrol
Jaguar,F-Type,2.0LConvertible,10144987,1997,Petrol,Convertible,2,Automatic,JaguarF-Type2.0LConvertible
Jaguar,F-Type,2.0ConvertibleRDynamic,10419200,1997,Petrol,Convertible,2,Automatic,JaguarF-Type2.0ConvertibleRDynamic
LandRoverRover,RangeSport,2.0LHsePetrol,15600000,1997,Petrol,SUV,7,Automatic,LandRoverRoverRangeSport2.0LHsePetrol
Mini,Cooper3Door,CooperS,3420000,1998,Petrol,Hatchback,5,Automatic,MiniCooper3DoorCooperS
Mini,Countryman,CooperS,3490000,1998,Petrol,Hatchback,5,Automatic,MiniCountrymanCooperS
Mini,Countryman,CooperSd,3740000,1998,Diesel,Hatchback,5,Automatic,MiniCountrymanCooperSd
Mini,Convertible,CooperS,3830000,1998,Petrol,Convertible,4,Automatic,MiniConvertibleCooperS
Bmw,X1,Sdrive20IXline,3830000,1998,Petrol,"Crossover,SUV",5,Automatic,BmwX1Sdrive20IXline
Mini,Clubman,CooperS,4120000,1998,Petrol,Hatchback,5,Manual,MiniClubmanCooperS
Mini,Countryman,CooperSJcwInspired,4140000,1998,Petrol,Hatchback,5,Automatic,MiniCountrymanCooperSJcwInspired
Mini,Countryman,BlackEdition,4240000,1998,Petrol,Hatchback,5,Automatic,MiniCountrymanBlackEdition
Mini,JohnCooperWorks,Hatch,4350000,1998,Petrol,"Sports,Hatchback",2,Automatic,MiniJohnCooperWorksHatch
Bmw,3-Series,330IMSport,4790000,1998,Petrol,Sedan,5,Automatic,Bmw3-Series330IMSport
Bmw,X3,Xdrive30ILuxuryLine,5880000,1998,Petrol,SUV,5,Automatic,BmwX3Xdrive30ILuxuryLine
Bmw,5-Series,530IMSport,5980000,1998,Petrol,Sedan,5,Automatic,Bmw5-Series530IMSport
Bmw,X4,Xdrive30IMSportX,6350000,1998,Petrol,SUV,5,Automatic,BmwX4Xdrive30IMSportX
Bmw,Z4Roadster,Sdrive20I,6490000,1998,Petrol,"Sports,Convertible",2,Automatic,BmwZ4RoadsterSdrive20I
LandRoverRover,RangeEvoqueConvertible,2.0HseDynamic,6952964,1998,Petrol,Convertible,4,Automatic,LandRoverRoverRangeEvoqueConvertible2.0HseDynamic
Hyundai,Elantra,S,1589000,1999,Petrol,Sedan,5,Manual,HyundaiElantraS
Hyundai,Elantra,Sx,1849000,1999,Petrol,Sedan,5,Manual,HyundaiElantraSx
Hyundai,Tucson,2WdMtPetrol,1876656,1999,Petrol,SUV,5,Manual,HyundaiTucson2WdMtPetrol
Hyundai,Elantra,SxAt,1949000,1999,Petrol,Sedan,5,AMT,HyundaiElantraSxAt
Hyundai,Elantra,Sx(O)At,2039000,1999,Petrol,Sedan,5,AMT,HyundaiElantraSx(O)At
Hyundai,Tucson,2WdAtGlPetrol,2187384,1999,Petrol,SUV,5,Automatic,HyundaiTucson2WdAtGlPetrol
Hyundai,Tucson,2WdAtGl(O)Petrol,2246749,1999,Petrol,SUV,5,Automatic,HyundaiTucson2WdAtGl(O)Petrol
Hyundai,Tucson,2WdAtGlsPetrol,2373522,1999,Petrol,SUV,5,Automatic,HyundaiTucson2WdAtGlsPetrol
Jaguar,Xe,SDiesel,4498000,1999,Diesel,Sedan,4,Automatic,JaguarXeSDiesel
Jaguar,Xe,SeDiesel,4633000,1999,Diesel,Sedan,4,Automatic,JaguarXeSeDiesel
Jaguar,Xf,2.0PureDiesel,4977080,1999,Diesel,Sedan,5,Automatic,JaguarXf2.0PureDiesel
Jaguar,Xf,2.0Prestige,5436329,1999,Petrol,Sedan,5,Automatic,JaguarXf2.0Prestige
LandRoverRover,RangeEvoque,S,5494000,1999,Diesel,SUV,5,Automatic,LandRoverRoverRangeEvoqueS
Jaguar,Xf,2.0PrestigeDiesel,5506622,1999,Diesel,Sedan,5,Automatic,JaguarXf2.0PrestigeDiesel
LandRover,DiscoverySport,S,5706000,1999,Diesel,SUV,7,Automatic,LandRoverDiscoverySportS
LandRoverRover,RangeEvoque,SeR-Dynamic,5985000,1999,Diesel,SUV,5,Automatic,LandRoverRoverRangeEvoqueSeR-Dynamic
Jaguar,Xf,2.0Portfolio,6073446,1999,Petrol,Sedan,5,Automatic,JaguarXf2.0Portfolio
LandRover,DiscoverySport,R-DynamicSe,6089000,1999,Diesel,SUV,7,Automatic,LandRoverDiscoverySportR-DynamicSe
Jaguar,Xf,2.0PortfolioDiesel,6138811,1999,Diesel,Sedan,5,Automatic,JaguarXf2.0PortfolioDiesel
Jeep,Wrangler,Unlimited,6394000,1999,Petrol,SUV,5,Automatic,JeepWranglerUnlimited
Jaguar,F-Pace,Prestige,6463780,1999,Diesel,SUV,5,Automatic,JaguarF-PacePrestige
LandRoverRover,RangeVelar,2.0DieselR-DynamicS,7246802,1999,Diesel,SUV,5,Automatic,LandRoverRoverRangeVelar2.0DieselR-DynamicS
Mg,Hector,2.0LStyle,1348000,2000,Diesel,SUV,5,Manual,MgHector2.0LStyle
Mg,Hector,2.0LSuper,1448000,2000,Diesel,SUV,5,Manual,MgHector2.0LSuper
Mg,Hector,2.0LSmart,1588000,2000,Diesel,SUV,5,Manual,MgHector2.0LSmart
Mg,Hector,2.0LSharp,1728000,2000,Diesel,SUV,5,Manual,MgHector2.0LSharp
Dc,Avanti,Standard,3407407,2000,Petrol,Coupe,2,Manual,DcAvantiStandard
Force,Gurkha,Xtreme,1299000,2149,Diesel,SUV,5,Manual,ForceGurkhaXtreme
Force,Gurkha,XtremeAbs,1330000,2149,Diesel,SUV,5,Manual,ForceGurkhaXtremeAbs
Mahindra,AlturasG4,4WdAt,3070150,2157,Diesel,SUV,7,Automatic,MahindraAlturasG44WdAt
Mahindra,Tuv300Plus,P4,992748,2179,Diesel,SUV,9,Manual,MahindraTuv300PlusP4
Mahindra,Tuv300Plus,P6,1029650,2179,Diesel,SUV,9,Manual,MahindraTuv300PlusP6
Mahindra,Xylo,H4Bs-Iv,1031951,2179,Diesel,SUV,7,Manual,MahindraXyloH4Bs-Iv
Mahindra,Xylo,H4AbsBs-Iv,1066139,2179,Diesel,SUV,7,Manual,MahindraXyloH4AbsBs-Iv
Tata,SafariStorme,2.2Lx4X2,1109005,2179,Diesel,SUV,7,Manual,TataSafariStorme2.2Lx4X2
Mahindra,Scorpio,2WdGetaway,1123158,2179,Diesel,SUV,5,Manual,MahindraScorpio2WdGetaway
Mahindra,Tuv300Plus,P8,1142157,2179,Diesel,SUV,9,Manual,MahindraTuv300PlusP8
Mahindra,Scorpio,S52Wd,1220030,2179,Diesel,SUV,9,Manual,MahindraScorpioS52Wd
Mahindra,Xylo,H8AbsAirbagsBs-Iv,1228335,2179,Diesel,SUV,8,Manual,MahindraXyloH8AbsAirbagsBs-Iv
Mahindra,Xuv500,W3,1230924,2179,Diesel,SUV,7,Manual,MahindraXuv500W3
Mahindra,Scorpio,4WdGetaway,1236258,2179,Diesel,SUV,5,Manual,MahindraScorpio4WdGetaway
Mahindra,Scorpio,S71202Wd,1330006,2179,Diesel,SUV,9,Manual,MahindraScorpioS71202Wd
Tata,SafariStorme,2.2Ex4X2,1335158,2179,Diesel,SUV,7,Manual,TataSafariStorme2.2Ex4X2
Mahindra,Scorpio,S71402Wd,1360668,2179,Diesel,SUV,9,Manual,MahindraScorpioS71402Wd
Tata,Hexa,Xe4X2,1371864,2179,Diesel,SUV,7,Manual,TataHexaXe4X2
